classes,x,y,Validation
cats,0.307431,0.741389,0
cats,0.233138,0.260502,0
cats,0.772737,0.716176,0
cats,0.262277,0.705117,0
cats,0.629816,0.337652,0
cats,0.968221,0.276227,0
cats,0.889545,0.462886,0
cats,0.796944,-0.000335,0
cats,0.489529,0.441306,0
cats,0.614956,0.345141,0
cats,0.484974,0.486561,0
cats,0.945439,0.201241,0
cats,0.419414,0.488324,0
cats,0.77059,0.628014,0
cats,0.462614,0.173757,0
cats,0.448338,0.236757,0
cats,0.569289,0.30055,0
cats,0.373287,0.208015,0
cats,0.529176,0.849969,0
cats,0.533812,0.656386,0
cats,1.22106,0.683277,0
cats,0.73247,0.409128,0
cats,0.977576,0.458594,0
cats,0.839252,0.083438,0
cats,0.883543,0.51486,0
cats,0.621996,0.12691,0
cats,0.472735,0.455921,0
cats,0.49715,0.174071,0
cats,0.771245,0.659907,0
cats,0.573568,0.519332,0
cats,0.88746,0.50318,0
cats,0.491835,0.474592,0
cats,0.754665,0.479418,0
cats,0.437791,0.064143,0
cats,0.565536,0.936189,0
cats,0.4781,0.425919,0
cats,0.835665,0.535925,0
cats,0.402021,0.306762,0
cats,0.509028,0.309304,0
cats,0.973655,0.496151,0
cats,0.696641,0.81475,0
cats,0.919593,0.523843,0
cats,1.03889,0.525405,0
cats,0.730731,0.809591,0
cats,0.656744,0.231561,0
cats,0.952385,0.389923,0
cats,0.599164,0.591794,0
cats,0.631907,0.157564,0
cats,0.69838,0.422888,0
cats,0.610855,0.274791,0
cats,1.030689,0.475609,0
cats,0.83393,0.336826,0
cats,0.368639,0.828963,0
cats,0.6017,0.428642,0
cats,0.845754,0.659798,0
cats,0.707112,0.273423,0
cats,0.926381,0.731212,0
cats,0.4019,0.441196,0
cats,0.62863,0.198902,0
cats,0.950803,0.67593,0
cats,0.578802,0.433516,0
cats,0.689144,0.732728,0
cats,0.779009,0.133859,0
cats,0.87178,0.777019,0
cats,0.535329,0.326746,0
cats,0.646193,0.35122,0
cats,0.414292,0.292184,0
cats,0.656134,0.734831,0
cats,0.320186,0.538957,0
cats,1.071225,0.006688,0
cats,0.529551,0.087602,0
cats,0.383318,0.107739,0
cats,0.418661,0.130633,0
cats,0.554751,-0.065898,0
cats,0.401659,0.210674,0
cats,0.728576,0.241836,0
cats,1.029131,-0.018408,0
cats,0.496989,0.250408,0
cats,0.560573,0.573666,0
cats,0.693183,0.474902,0
cats,0.437341,0.387691,0
cats,0.436733,0.304524,0
cats,0.575274,0.230449,0
cats,0.429352,0.488256,0
cats,0.605445,0.441218,0
cats,0.85819,0.285317,0
cats,0.420608,-0.077231,0
cats,0.508127,0.32636,0
cats,0.620057,0.271341,0
cats,0.690614,0.780133,0
cats,0.962426,0.770417,0
cats,0.641617,0.798869,0
cats,0.564829,0.301761,0
cats,0.68862,0.522491,0
cats,0.62447,0.672579,0
cats,0.476536,0.266566,0
cats,0.686183,0.027151,0
cats,0.477036,0.427121,0
cats,0.436621,0.493676,0
cats,0.280925,0.56252,0
cats,0.678545,0.514152,0
cats,0.328125,0.371892,0
cats,0.366573,0.449224,0
cats,0.746808,0.398535,0
cats,0.579225,0.438135,0
cats,0.39096,0.222922,0
cats,0.766933,0.095313,0
cats,0.427958,0.255973,0
cats,0.595075,0.236407,0
cats,0.620251,0.664331,0
cats,0.789603,0.265097,0
cats,0.882112,0.379301,0
cats,0.428454,0.249342,0
cats,0.463925,0.318728,0
cats,0.18162,0.081159,0
cats,0.259413,0.248151,0
cats,0.939479,0.458021,0
cats,0.317516,0.233008,0
cats,0.733276,0.056504,0
cats,0.485014,0.444079,0
cats,0.399503,0.502121,0
cats,0.779536,0.15306,0
cats,0.359066,-0.21337,0
cats,0.43166,0.170481,0
cats,0.34429,0.412899,0
cats,0.37924,0.029596,0
cats,0.730528,0.654511,0
cats,0.9653,0.286218,0
cats,0.670926,0.197248,0
cats,0.204458,0.38249,0
cats,0.640235,0.588942,0
cats,0.421184,0.260517,0
cats,0.600307,0.210979,0
cats,0.374138,0.242818,0
cats,0.291404,0.042754,0
cats,0.989099,0.170196,0
cats,0.594593,-0.01651,0
cats,0.456997,-0.046552,0
cats,0.598754,-0.056963,0
cats,0.352367,0.40385,0
cats,0.492958,0.02962,0
cats,0.54426,-0.020847,0
cats,0.493026,0.354872,0
cats,0.484552,-0.005013,0
cats,0.685258,0.499247,0
cats,0.591651,-0.087958,0
cats,0.336658,-0.065088,0
cats,1.104808,-0.025374,0
cats,0.425391,0.28233,0
cats,0.121312,-0.061375,0
cats,0.495579,0.244298,0
cats,0.651419,0.081218,0
cats,0.377043,-0.054747,0
cats,0.909434,-0.001512,0
cats,0.799214,0.183784,0
cats,0.626751,0.42342,0
cats,0.904976,0.263491,0
cats,0.793317,-0.013052,0
cats,0.200823,0.080964,0
cats,0.715834,-0.125546,0
cats,0.669495,-0.112124,0
cats,0.838191,-0.061062,0
cats,0.320671,-0.019178,0
cats,0.236957,0.365121,0
cats,0.403375,-0.062652,0
cats,0.990259,-0.136731,0
cats,0.78498,0.084902,0
cats,0.507458,-0.074232,0
cats,0.724393,-0.171619,0
cats,0.998711,-0.244608,0
cats,0.565054,0.142289,0
cats,0.469109,-0.112143,0
cats,0.867275,0.076601,0
cats,0.726417,0.017073,0
cats,0.734471,-0.165263,0
cats,0.757243,0.095635,0
cats,0.714516,-0.314888,0
cats,0.889026,-0.062976,0
cats,0.438816,0.017302,0
cats,0.570211,0.547135,0
cats,0.15627,-0.395599,0
cats,0.372926,0.244605,0
cats,0.182896,0.120604,0
cats,0.523507,-0.37634,0
cats,0.394319,0.148471,0
cats,0.638376,-0.494494,0
cats,0.117636,-0.061555,0
cats,0.203636,-0.195889,0
cats,0.300402,-0.278572,0
cats,0.436504,-0.126757,0
cats,0.219284,-0.081957,0
cats,0.715468,-0.409169,0
cats,0.540146,-0.361932,0
cats,0.335551,0.129109,0
cats,0.293768,-0.38313,0
cats,0.264138,-0.174375,0
cats,0.592975,-0.224669,0
cats,0.445485,0.064536,0
cats,0.2661,-0.117665,0
cats,0.497783,-0.062189,0
cats,0.558338,-0.098374,0
cats,0.659805,0.239212,0
cats,0.72174,-0.145577,0
cats,0.631969,-0.521732,0
cats,0.752577,-0.538035,0
cats,0.369928,-0.203014,0
cats,0.875933,0.373077,0
cats,0.444276,0.224509,0
cats,0.758175,-0.386351,0
cats,0.429711,-0.156088,0
cats,0.282267,-0.416748,0
cats,0.4539,0.148578,0
cats,0.516184,-0.534978,0
cats,0.03161,-0.155191,0
cats,0.587274,0.114303,0
cats,0.461639,-0.116651,0
cats,-0.043671,-0.415489,0
cats,0.463707,-0.251022,0
cats,0.553071,-0.520121,0
cats,0.252729,-0.330166,0
cats,0.63356,-0.537717,0
cats,0.491525,-0.07408,0
cats,0.322587,-0.293479,0
cats,0.626236,0.273682,0
cats,0.619123,-0.579078,0
cats,0.424986,-0.744616,0
cats,0.291076,-0.029268,0
cats,0.791951,-0.44836,0
cats,0.348472,-0.189722,0
cats,0.268084,0.026236,0
cats,0.912554,0.104506,0
cats,0.671945,-0.07521,0
cats,0.167156,-0.304656,0
cats,0.432333,-0.383395,0
cats,0.397019,-0.348223,0
cats,0.554499,-0.708888,0
cats,0.458451,-0.482635,0
cats,0.029117,-0.271305,0
cats,0.552501,-0.260296,0
cats,0.541431,-0.178123,0
cats,0.370669,-0.594453,0
cats,-0.06069,0.209115,0
cats,0.355151,-0.233174,0
cats,0.533499,-0.19592,0
cats,0.51359,-0.499195,0
cats,0.048168,-0.293177,0
cats,0.675732,-0.155398,0
cats,0.63188,-0.418244,0
cats,0.410596,-0.433934,0
cats,0.519347,-0.248185,0
cats,0.524439,-0.124444,0
cats,0.616154,-0.513515,0
cats,0.861226,-0.535067,0
cats,0.401235,-0.421708,0
cats,0.94966,-0.800553,0
cats,0.529577,-0.467255,0
cats,0.689049,-0.598253,0
cats,0.407731,-0.243373,0
cats,0.385957,-0.448657,0
cats,-0.128774,-0.172707,0
cats,0.661729,-0.665907,0
cats,-0.067261,-0.729729,0
cats,0.244017,-0.663424,0
cats,0.19247,-0.43875,0
cats,0.795724,-0.352712,0
cats,0.2153,-0.535492,0
cats,0.406875,-0.650614,0
cats,0.096357,-0.820812,0
cats,0.371939,-0.518984,0
cats,0.225046,-0.098371,0
cats,0.192668,-0.674937,0
cats,0.544541,-0.686077,0
cats,0.169773,-0.672724,0
cats,0.474857,-0.65564,0
cats,0.169542,-0.204296,0
cats,0.405599,-0.01847,0
cats,0.61662,0.106715,0
cats,0.327289,-0.625742,0
cats,-0.036968,-0.583559,0
cats,0.642389,-0.727006,0
cats,-0.120022,-0.727868,0
cats,0.09093,-0.199169,0
cats,0.245113,-0.435317,0
cats,0.526119,-1.054754,0
cats,0.159577,-0.639898,0
cats,0.505837,-0.251369,0
cats,0.503788,-0.558638,0
cats,0.190656,-0.30764,0
cats,0.182386,-0.596186,0
cats,0.380715,-0.783119,0
cats,0.280201,-0.595921,0
cats,0.347259,-0.354149,0
cats,0.268953,-0.553193,0
cats,0.260983,-0.491535,0
cats,0.302675,-0.845428,0
cats,0.3048,-0.677174,0
cats,0.389369,-0.662802,0
cats,0.218951,-0.585158,0
cats,0.697645,-0.341943,0
cats,0.347162,-0.402877,0
cats,0.208598,-0.602105,0
cats,0.319763,-0.445752,0
cats,0.131764,-0.280788,0
cats,0.253944,-0.084842,0
cats,0.525213,0.011354,0
cats,0.358941,-0.69262,0
cats,0.471429,-0.350544,0
cats,0.429541,-0.452282,0
cats,-0.066683,-0.796928,0
cats,0.483831,-0.904504,0
cats,0.129509,-0.47124,0
cats,0.454478,-0.525019,0
cats,0.355829,-0.890564,0
cats,0.249581,-0.85123,0
cats,0.379582,-0.79705,0
cats,0.63852,-0.429673,0
cats,0.173946,-0.524435,0
cats,0.309952,-0.428722,0
cats,0.401417,-0.284391,0
cats,0.435465,-0.446683,0
cats,0.283278,-0.63698,0
cats,0.805291,-0.296774,0
cats,0.588975,-0.627985,0
cats,0.26187,-0.55927,0
cats,0.284775,-0.716443,0
cats,0.541299,-0.377477,0
cats,0.263388,-0.229342,0
cats,0.507216,-0.338323,0
cats,-0.038978,-0.386001,0
cats,0.642114,-1.096832,0
cats,0.5064,-0.313655,0
cats,0.702437,-0.554286,0
cats,0.22452,-0.465998,0
cats,0.288919,-0.634163,0
cats,0.036787,-0.121856,0
cats,0.30481,-0.861167,0
cats,-0.076602,-0.452038,0
cats,0.446489,-0.241355,0
cats,0.514005,-0.570754,0
cats,0.2119,-0.803639,0
cats,-0.207147,-0.820898,0
cats,0.105857,-0.55185,0
cats,0.336869,-0.72829,0
cats,0.197491,-0.664934,0
cats,-0.032025,-0.565211,0
cats,0.166014,-0.897308,0
cats,-0.015574,-0.600502,0
cats,0.464987,-0.501665,0
cats,0.234552,-0.261411,0
cats,-0.109231,-0.070146,0
cats,0.521214,-0.863531,0
cats,0.565699,-0.711795,0
cats,0.090284,-0.646384,0
cats,0.212236,-0.512223,0
cats,0.099959,-0.561064,0
cats,0.302759,-0.403848,0
cats,0.200052,-0.754664,0
cats,0.419093,-0.553765,0
cats,0.133104,-0.366483,0
cats,0.229401,-0.507172,0
cats,0.271704,-0.36609,0
cats,0.332964,-0.65567,0
cats,-0.216373,-0.559005,0
cats,0.539367,-0.519485,0
cats,0.511907,-0.902319,0
cats,0.274803,-0.922715,0
cats,-0.046018,-0.675041,0
cats,0.456847,-0.796565,0
cats,0.082695,-0.285088,0
cats,0.091107,-0.496495,0
cats,-0.079609,-0.267331,0
cats,0.22382,-0.47908,0
cats,0.115198,-0.037207,0
cats,0.190992,-0.685332,0
cats,0.760396,-0.480787,0
cats,0.061503,-0.462678,0
cats,0.534734,-0.576558,0
cats,0.793616,-0.548661,0
cats,0.324266,-0.448659,0
cats,0.369289,-1.073172,0
cats,0.369834,-0.535118,0
cats,0.422404,-0.901446,0
cats,0.225309,-0.674558,0
cats,0.266286,-0.384698,0
cats,0.222366,-0.412516,0
cats,0.338302,-0.688475,0
cats,-0.373511,-0.399202,0
cats,0.305537,-0.744508,0
cats,0.225603,-0.401143,0
cats,0.515112,-0.657087,0
cats,0.287078,-0.668356,0
cats,0.300719,-0.859287,0
cats,0.331679,-0.36116,0
cats,0.212527,-0.248626,0
cats,-0.06003,-0.948553,0
cats,-0.105615,-0.787148,0
cats,0.208555,-0.829804,0
cats,0.426785,-0.636767,0
cats,-0.486591,-0.883198,0
cats,-0.021821,-0.52455,0
cats,0.116341,-0.635016,0
cats,0.188398,-0.622849,0
cats,-0.107645,-0.66405,0
cats,0.379143,-0.401966,0
cats,0.383821,-0.355791,0
cats,0.229527,-0.485032,0
cats,0.390738,-0.758929,0
cats,0.637258,-0.648993,0
cats,0.098285,-0.561943,0
cats,0.008274,-0.335333,0
cats,0.166441,-0.784759,0
cats,0.158459,-0.899707,0
cats,0.165467,-0.245967,0
cats,0.179522,-0.486382,0
cats,0.501149,-0.87318,0
cats,-0.165926,-0.658627,0
cats,0.10433,-0.261913,0
cats,0.052868,-0.541766,0
cats,0.113508,-0.518234,0
cats,-0.175757,-0.57976,0
cats,0.144395,-0.602432,0
cats,0.141909,-0.122249,0
cats,0.139644,-0.435645,0
cats,-0.204445,-0.64803,0
cats,-0.002277,-0.586613,0
cats,0.093923,-0.537637,0
cats,0.066727,-0.409791,0
cats,-0.315214,-0.163338,0
cats,0.20728,-0.630588,0
cats,0.064782,-0.878535,0
cats,0.161044,-0.569818,0
cats,0.024699,-0.760127,0
cats,0.039111,-0.715719,0
cats,0.18587,-0.276214,0
cats,0.021413,-0.76413,0
cats,-0.185755,-0.892143,0
cats,0.263908,-0.592269,0
cats,-0.106511,-1.048656,0
cats,0.163318,-0.699573,0
cats,0.070543,-0.62177,0
cats,0.150832,-0.508798,0
cats,-0.122495,-0.836019,0
cats,0.080633,-0.899856,0
cats,0.130603,-0.283173,0
cats,-0.052956,-0.592646,0
cats,-0.11285,-0.42537,0
cats,0.377113,-0.745706,0
cats,-0.046798,-0.790115,0
cats,-0.12429,-0.767937,0
cats,0.601609,-0.640563,0
cats,0.240566,-0.572474,0
cats,0.16123,-0.94431,0
cats,0.17715,-0.741501,0
cats,0.426044,-0.765185,0
cats,-0.350236,-0.827955,0
cats,0.074534,-0.682219,0
cats,0.217483,-0.657895,0
cats,0.379336,-0.328711,0
cats,0.080581,-0.92654,0
cats,-0.170827,-0.669189,0
cats,0.088159,-0.450938,0
cats,0.346748,-0.467897,0
cats,0.098913,-0.794736,0
cats,0.000857,-0.353562,0
cats,-0.371523,-0.703911,0
cats,0.163592,-0.375164,0
cats,-0.111697,-0.466601,0
cats,0.320564,-0.457522,0
cats,-0.066779,-0.681261,0
cats,-0.161031,-0.51206,0
cats,0.31796,-0.547112,0
cats,0.182336,-1.068931,0
cats,0.434679,-0.775619,0
cats,0.190876,-0.182095,0
cats,0.05702,-0.531508,0
cats,0.27608,-0.859153,0
cats,-0.141025,-0.876804,0
cats,-0.457013,-0.885357,0
cats,0.112408,-0.465239,0
cats,0.13868,-0.898656,0
cats,0.240225,-0.442569,0
cats,0.159437,-0.937869,0
cats,0.092356,-0.360979,0
cats,-0.399744,-0.950175,0
cats,0.166634,-0.713762,0
cats,0.129614,-0.417375,0
cats,-0.169042,-1.09329,0
cats,0.162358,-0.763034,0
cats,-0.064677,-0.990489,0
cats,-0.216697,-0.554022,0
cats,-0.194315,-0.582941,0
cats,0.116188,-0.450066,0
cats,-0.064296,-0.494144,0
cats,0.03781,-0.442108,0
cats,0.035947,-0.363308,0
cats,-0.211716,-0.805726,0
cats,-0.229045,-0.622266,0
cats,-0.313498,-0.363055,0
cats,0.204758,-0.855268,0
cats,0.029699,-0.658558,0
cats,0.309371,-0.940603,0
cats,-0.184612,-0.849118,0
cats,-0.001869,-0.75285,0
cats,0.08968,-0.717135,0
cats,-0.297368,-0.533864,0
cats,-0.124166,-0.430694,0
cats,-0.173203,-0.545911,0
cats,0.024568,-0.505173,0
cats,-0.361267,-0.472282,0
cats,-0.119525,-0.449586,0
cats,0.053853,-0.495228,0
cats,0.006435,-0.897594,0
cats,0.345913,-0.458412,0
cats,-0.227021,-1.121461,0
cats,0.238763,-0.504936,0
cats,-0.025118,-0.863856,0
cats,0.085901,-0.275663,0
cats,0.079946,-1.044591,0
cats,-0.365909,-0.470441,0
cats,-0.000156,-0.661802,0
cats,-0.23777,-0.398405,0
cats,-0.250132,-0.678873,0
cats,-0.061347,-0.48019,0
cats,-0.202726,-0.646991,0
cats,-0.274929,-0.66419,0
cats,-0.526098,-0.946571,0
cats,0.264125,-0.50245,0
cats,-0.175342,-0.580859,0
cats,-0.26137,-0.395834,0
cats,-0.013942,-0.634571,0
cats,-0.361556,-0.394955,0
cats,0.023348,-0.732097,0
cats,-0.03954,-0.532504,0
cats,-0.159021,-0.444482,0
cats,-0.107085,-0.642191,0
cats,-0.064818,-0.519036,0
cats,0.225991,-0.421567,0
cats,-0.114139,-0.556792,0
cats,-0.17018,-0.64555,0
cats,-0.229011,-0.780461,0
cats,-0.2937,-0.732728,0
cats,-0.112763,-0.245158,0
cats,-0.243959,-0.754188,0
cats,-0.020818,-0.732243,0
cats,-0.01768,-0.542193,0
cats,-0.307949,-0.624858,0
cats,-0.391651,-0.769687,0
cats,-0.190131,-0.433785,0
cats,0.124804,-0.618228,0
cats,-0.124979,-0.586141,0
cats,-0.126675,-0.805924,0
cats,-0.235523,-0.669742,0
cats,-0.344473,-0.662061,0
cats,0.107068,-0.701146,0
cats,-0.108066,-1.014857,0
cats,-0.435757,-0.585126,0
cats,0.086401,-0.565747,0
cats,-0.064347,-0.457336,0
cats,-0.354815,-1.068072,0
cats,-0.068249,-0.633217,0
cats,0.181533,-0.536753,0
cats,0.023446,-0.49497,0
cats,-0.177257,-0.568036,0
cats,-0.11171,-0.747946,0
cats,-0.401398,-0.528846,0
cats,-0.453616,-0.647376,0
cats,-0.06775,-0.80853,0
cats,-0.472506,-0.222967,0
cats,-0.015483,-0.266938,0
cats,-0.030757,-0.650026,0
cats,-0.38484,-0.651627,0
cats,-0.131023,-0.76795,0
cats,0.187347,-0.409694,0
cats,-0.380778,-0.571072,0
cats,-0.114383,-0.655461,0
cats,-0.185811,-0.713572,0
cats,-0.004109,-0.550418,0
cats,0.031997,-0.6839,0
cats,-0.138881,-0.755477,0
cats,-0.088276,-0.589331,0
cats,-0.133705,-0.023674,0
cats,-0.019299,-0.376296,0
cats,0.105109,-0.660784,0
cats,0.054416,-0.678853,0
cats,-0.440912,-0.397148,0
cats,-0.338969,-0.652659,0
cats,-0.028554,-0.738637,0
cats,-0.343301,-0.371171,0
cats,-0.574361,-0.47049,0
cats,-0.262878,0.124205,0
cats,-0.272689,-0.638178,0
cats,-0.227231,-0.470149,0
cats,-0.236263,-0.500011,0
cats,-0.178518,-0.503573,0
cats,-0.103171,-0.078124,0
cats,-0.015448,-0.452639,0
cats,-0.30537,-1.229493,0
cats,-0.270998,-0.697373,0
cats,0.001161,-0.613582,0
cats,-0.481129,-0.337162,0
cats,-0.436516,-0.336748,0
cats,-0.058169,-0.392151,0
cats,-0.158188,-0.530912,0
cats,-0.372584,-0.597002,0
cats,0.095263,-0.77049,0
cats,-0.277855,-0.528063,0
cats,-0.337176,-1.013136,0
cats,-0.256406,-0.916482,0
cats,-0.147745,-0.59315,0
cats,-0.134398,-0.689728,0
cats,-0.169849,-1.021678,0
cats,0.133041,-0.739036,0
cats,0.244163,-0.527987,0
cats,-0.005338,-0.488115,0
cats,-0.298665,-0.408762,0
cats,-0.247666,-0.618463,0
cats,-0.483342,-0.76517,0
cats,-0.072568,-0.304424,0
cats,-0.306108,-0.991047,0
cats,-0.704498,-0.604711,0
cats,0.155415,-0.72632,0
cats,-0.284902,-0.695181,0
cats,-0.008718,-0.318665,0
cats,0.249999,-0.788651,0
cats,-0.332035,-1.094312,0
cats,-0.066263,-0.830499,0
cats,-0.43648,-0.642004,0
cats,0.059173,-0.729757,0
cats,-0.309767,-0.574187,0
cats,-0.154634,-0.643035,0
cats,-0.306362,-0.693839,0
cats,-0.024296,-0.657845,0
cats,-0.236954,-0.745122,0
cats,-0.66484,-0.536116,0
cats,-0.414204,-0.869676,0
cats,0.007059,-0.683746,0
cats,-0.549058,-0.797784,0
cats,-0.365933,-0.385118,0
cats,-0.162529,-0.870679,0
cats,0.039118,-0.380221,0
cats,-0.055947,-0.80528,0
cats,-0.609986,-0.504973,0
cats,-0.217098,-1.036502,0
cats,-0.069205,-0.270883,0
cats,-0.03212,-0.76611,0
cats,-0.00472,-0.507056,0
cats,-0.617416,-0.467373,0
cats,-0.375926,-0.657463,0
cats,-0.439891,-0.561086,0
cats,-0.01207,-0.44401,0
cats,-0.616024,-0.620202,0
cats,-0.247832,-0.617635,0
cats,-0.053942,-0.547021,0
cats,-0.325231,-0.477939,0
cats,-0.430831,-0.259463,0
cats,-0.41492,-0.80982,0
cats,-0.459495,-0.286863,0
cats,-0.08704,-0.626806,0
cats,-0.116978,-0.453833,0
cats,-0.291415,-1.02883,0
cats,-0.147519,-0.675369,0
cats,-0.352485,-0.40672,0
cats,-0.508599,-0.564049,0
cats,-0.320545,-0.371537,0
cats,-0.234965,-0.634983,0
cats,-0.095886,-0.514488,0
cats,-0.038034,-0.525414,0
cats,-0.486673,-0.999918,0
cats,-0.133854,-0.555241,0
cats,-0.342361,-0.777943,0
cats,-0.210916,-0.679376,0
cats,-0.038354,-1.02272,0
cats,-0.233618,-0.803774,0
cats,-0.153668,-0.803526,0
cats,-0.201827,-0.625222,0
cats,-0.086788,-0.646425,0
cats,-0.372282,-0.63328,0
cats,-0.172693,-0.292117,0
cats,0.146909,-0.522831,0
cats,-0.254331,-0.419356,0
cats,-0.194903,-0.680211,0
cats,-0.305795,-0.804196,0
cats,0.032554,-0.630756,0
cats,-0.549901,-0.554674,0
cats,-0.374502,-0.677713,0
cats,-0.006918,-0.785812,0
cats,-0.000665,-0.167246,0
cats,-0.149011,-0.89758,0
cats,-0.002357,-0.351152,0
cats,0.050751,-0.1189,0
cats,-0.323836,-0.558308,0
cats,-0.359824,-0.61225,0
cats,0.18522,-0.628634,0
cats,0.099751,-0.412797,0
cats,-0.108408,-0.707532,0
cats,0.437186,-0.394548,0
cats,-0.292153,-0.510072,0
cats,-0.494549,-0.485133,0
cats,0.191382,-0.669875,0
cats,-0.207821,-0.587091,0
cats,-0.137757,-0.390817,0
cats,-0.264589,-0.418045,0
cats,-0.771181,-0.54757,0
cats,-0.258065,-0.583719,0
cats,-0.762314,-0.256456,0
cats,-0.313174,-0.837038,0
cats,-0.070304,-0.290247,0
cats,-0.553662,-0.391431,0
cats,-0.99695,-0.760361,0
cats,-0.121121,-0.739852,0
cats,0.125599,-0.740288,0
cats,-0.336135,-0.260071,0
cats,-0.00455,-0.603193,0
cats,-0.183282,-0.627313,0
cats,-0.377263,-0.537634,0
cats,-0.251427,-0.366731,0
cats,-0.561862,-0.472437,0
cats,-0.491351,-0.458572,0
cats,-0.182495,-0.536886,0
cats,0.176412,-0.463061,0
cats,-0.244612,-0.602083,0
cats,-0.118611,-0.661377,0
cats,-0.300595,-0.33714,0
cats,-0.108772,-0.164762,0
cats,-0.133497,-0.664896,0
cats,-0.168546,-0.450248,0
cats,0.258683,-0.50982,0
cats,-0.145082,-0.820175,0
cats,0.133913,-0.723109,0
cats,-0.115009,-0.504269,0
cats,0.066647,-0.570404,0
cats,-0.368455,-0.911613,0
cats,-0.164315,-0.821192,0
cats,-0.244547,-0.298742,0
cats,0.008052,-0.64997,0
cats,-0.203628,-0.52953,0
cats,-0.628332,-0.571517,0
cats,-0.394754,-1.077371,0
cats,0.221743,-0.490624,0
cats,-0.33935,-0.657376,0
cats,-0.590256,-0.820309,0
cats,-0.315769,-0.263063,0
cats,-0.194199,-0.576172,0
cats,-0.370017,-0.41794,0
cats,0.040045,-0.106095,0
cats,-0.493902,-0.7116,0
cats,-0.325378,-0.57335,0
cats,-0.351933,-0.405503,0
cats,-0.154298,-0.483332,0
cats,0.051392,-0.145477,0
cats,-0.313441,-0.912003,0
cats,-0.690834,-0.783318,0
cats,-0.209926,-0.473657,0
cats,-0.15979,-0.428703,0
cats,-0.40243,-0.684136,0
cats,-0.255523,-0.500716,0
cats,-0.260638,-0.691459,0
cats,-0.137125,-0.721793,0
cats,-0.386611,-0.724563,0
cats,-0.244144,-0.545982,0
cats,-0.198073,-0.641356,0
cats,-0.672607,-0.916168,0
cats,0.000154,-0.988866,0
cats,-0.370246,-0.312035,0
cats,-0.520144,-0.237078,0
cats,-0.297925,-0.677114,0
cats,-0.229249,-0.739074,0
cats,-0.264626,-0.771542,0
cats,-0.060587,-0.14945,0
cats,-0.03165,-0.426327,0
cats,-0.234987,-0.070538,0
cats,-0.122498,-0.52812,0
cats,-0.122956,-0.267894,0
cats,-0.026186,-0.728639,0
cats,-0.244178,-0.513594,0
cats,-0.453699,-0.896295,0
cats,-0.101533,-0.737023,0
cats,-0.342238,-0.817726,0
cats,0.072419,-0.565177,0
cats,-0.549733,-0.729603,0
cats,0.012936,-0.729683,0
cats,-0.015527,-0.862917,0
cats,-0.340189,-0.49643,0
cats,-0.592566,-0.585706,0
cats,-0.712513,-0.713932,0
cats,-0.236543,-0.83279,0
cats,-0.006366,-0.835451,0
cats,-0.238386,-0.544792,0
cats,-0.168299,-0.771981,0
cats,0.012809,-0.49542,0
cats,-0.777641,-0.770463,0
cats,-0.369148,-0.397064,0
cats,0.422338,-0.322405,0
cats,-0.141835,-0.340901,0
cats,-0.193988,-0.610845,0
cats,0.167372,-0.849192,0
cats,-0.459826,-0.24681,0
cats,-0.614895,-0.297788,0
cats,-0.205216,-0.390761,0
cats,-0.132185,-0.739945,0
cats,-0.204007,-0.715721,0
cats,-0.148975,-0.804698,0
cats,-0.14265,-0.803417,0
cats,-0.379587,-0.541646,0
cats,-0.581278,-0.496112,0
cats,-0.391832,-0.548105,0
cats,-0.120608,-0.45524,0
cats,-0.463053,-0.480826,0
cats,-0.058346,-0.630119,0
cats,-0.014442,-0.859547,0
cats,-0.160387,-0.408843,0
cats,-0.316946,-0.669348,0
cats,-0.040917,-0.405316,0
cats,-0.602454,-0.847604,0
cats,-0.006415,-0.675653,0
cats,-0.127124,-0.678933,0
cats,-0.078516,-0.101057,0
cats,-0.338029,-0.349275,0
cats,-0.540678,-0.507328,0
cats,-0.46651,-0.498676,0
cats,-0.089544,-0.371411,0
cats,0.025938,-0.885681,0
cats,-0.496725,-0.751808,0
cats,-0.127383,-0.670836,0
cats,-0.563445,-0.561106,0
cats,-0.322685,-0.325293,0
cats,-0.071463,-0.647013,0
cats,-0.506398,-0.199466,0
cats,-0.194773,-0.687487,0
cats,-0.410525,-0.405753,0
cats,-0.102363,-0.559576,0
cats,-0.267068,-0.778207,0
cats,-0.246609,-0.422973,0
cats,-0.274535,-0.570334,0
cats,-0.585185,-0.335753,0
cats,-0.212715,-0.168486,0
cats,-0.685695,-1.314053,0
cats,0.028231,-0.582274,0
cats,-0.26835,-0.503678,0
cats,-0.653747,-0.896157,0
cats,-0.294208,-0.594037,0
cats,0.131666,-0.614865,0
cats,-0.482376,-0.595282,0
cats,-0.488652,-0.455092,0
cats,-0.177565,-0.418789,0
cats,-0.20871,-0.504371,0
cats,-0.274068,-0.833772,0
cats,-0.19691,-0.580038,0
cats,-0.223896,-0.591952,0
cats,-0.39649,-0.704242,0
cats,-0.634527,-0.518782,0
cats,-0.158468,-0.808222,0
cats,-0.3797,-0.641066,0
cats,-0.331931,-0.48527,0
cats,-0.269833,-0.509306,0
cats,-0.314195,-0.731925,0
cats,0.165125,-0.578777,0
cats,-0.473047,-0.70557,0
cats,-0.421322,-0.583977,0
cats,-0.106566,-0.427745,0
cats,-0.451787,-0.507702,0
cats,0.193168,-0.3052,0
